
Lista de Imoveis da Caixa;;Data de geracao:;25/06/2026;;;;;;
N do imovel;UF;Cidade;Bairro;Endereco;Preco;Valor de avaliacao;Desconto;Financiamento;Descricao;Modalidade de venda;Link de acesso
1555516506638;RS;ENCANTADO;NAVEGANTES;RUA REMO MURER, N. 46, QD 116, LT 98-B;155702.82;300000;4810;Nao;Casa, 0.00 de área total, 147.14 de área privativa, 342.50 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555516506638
8444407544799;RS;ERECHIM;TRES VENDAS;RUA STANISLAU GROCH, N. 118, CASA 03;359000;250000;0;Nao;Casa, 104.84 de área total, 44.84 de área privativa, 116.57 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407544799
1047100001248;RS;ESTANCIA VELHA;ENCOSTA DO SOL;RUA JOSE FRANCISCO COSTA, N. 1733, LT 17, 18, QD 15,;323118.35;507000;3627;Nao;Casa, 115.80 de área total, 115.80 de área privativa, 720.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1047100001248
8444411696930;RS;ESTANCIA VELHA;FLORESTA;RUA PADRE LUIZ WEBER, N. SN, LT 9;260000;260000;0;Nao;Casa, 48.07 de área total, 48.07 de área privativa, 389.12 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411696930
8047200397176;RS;ESTEIO;CENTRO;RUA RIO GRANDE, N. 2195, Apto 352, BL M;76676.58;142000;4601;Nao;Apartamento, 0.00 de área total, 39.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8047200397176
10147091;RS;ESTEIO;NOVO ESTEIO;RUA ARISTIDES RODRIGUES FERREIRA, N. 207;418294.85;770000;4568;Nao;Casa, 0.00 de área total, 249.14 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10147091
8555509166809;RS;ESTEIO;CENTRO;RUA RIO GRANDE, N. 2195, Apto 346, BL L;93744.6;167000;4387;Nao;Apartamento, 49.38 de área total, 39.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555509166809
8444429335580;RS;ESTEIO;SAO JOSE;RUA SAO BORJA, N. 347, Apto 301, BL B;65921.81;115000;4268;Nao;Apartamento, 50.79 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429335580
8444420587161;RS;ESTEIO;PARQUE PRIMAVERA;ESTRADA PASSO DO NAZARIO, N. 16,;104889.24;177000;4075;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 174.48 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420587161
8787715537940;RS;ESTEIO;OLIMPICA;RUA SANTANA, N. 741, Apto 402, BL I VG 121;100687.36;169909.35;4075;Nao;Apartamento, 78.87 de área total, 41.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715537940
8444404850473;RS;ESTEIO;CENTRO;RUA RIO GRANDE, N. 2255, Apto 311, BL A, QD  03;91570.92;150000;3896;Nao;Apartamento, 93.50 de área total, 55.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404850473
1555534402415;RS;ESTEIO;CENTRO;AVENIDA PRESIDENTE VARGAS, N. 3080, Apto 101, BL A;230000;230000;0;Nao;Apartamento, 64.11 de área total, 53.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555534402415
8787715906082;RS;ESTEIO;OLIMPICA;RUA SANTANA, N. 741, Apto 301, BLOCO H VG 200;176796.47;169000;0;Nao;Apartamento, 0.00 de área total, 41.23 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715906082
10174034;RS;ESTRELA;MOINHOS;AVENIDA AUGUSTO FREDERICO MARKUS, N. SN, PARTE QD 81, LT 190, A02;103678.79;200000;4817;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 786.45 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10174034
8444427024820;RS;ESTRELA;CENTRO;RUA ALDINO ALFREDO SULZBACH, N. 335, QD 26, LT 45;67928.12;118500;4268;Nao;Casa, 63.90 de área total, 63.90 de área privativa, 143.28 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427024820
10221524;RS;GENTIL;CENTRO;AVENIDA JOSÉ BUSNELLO, N. 00, QD 28, LT 07;31659.33;55000;4244;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 277.80 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10221524
10221519;RS;GENTIL;CENTRO;AVENIDA OTÁVIO OLINDO TONIN, N. 00, QD 35, LT 06;67077.98;115000;4168;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 359.65 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10221519
10289445;RS;GRAMADO;PLANALTO;RUA OSVALDO ARANHA, N. 275, CASA;3446008.73;1355000;0;Nao;Casa, 0.00 de área total, 203.71 de área privativa, 864.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10289445
10008320;RS;GRAMADO;TRES PINHEIROS;RUA LADEIRA DAS AZALÉIAS, N. 453, Apto 201, LT 01, BL A;2041744.65;58338.42;0;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 283.83 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10008320
10140335;RS;GRAVATAI;NEOPOLIS;RUA SERGIPE, N. 318, QD 25, LT 706 E LT 707;306337.35;770000;6022;Nao;Galpão, 0.00 de área total, 753.33 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10140335
1444404302362;RS;GRAVATAI;PORTEIRA DO IPIRANGA (IPIRANGA);RUA 09, N. S/N, QD C, LT 23;168653.75;345940;5125;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 1080.27 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444404302362
10145865;RS;GRAVATAI;NEOPOLIS;RUA SERGIPE, N. S/N, Apto L), QD XXV, LT 722;136395.04;272000;4986;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 550.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10145865
8444416971521;RS;GRAVATAI;JARDIM DO CEDRO;RUA GUIA LOPES, N. 350, CSA 04 QD E LT 11;62940.99;122000;4841;Nao;Casa, 67.28 de área total, 60.50 de área privativa, 300.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416971521
10145864;RS;GRAVATAI;NEOPOLIS;RUA SERGIPE, N. 338;301707.17;570000;4707;Nao;Galpão, 0.00 de área total, 399.63 de área privativa, 520.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10145864
8787700797304;RS;GRAVATAI;PASSO DAS PEDRAS;RUA JOAO MARIA DA FONSECA, N. 185, Apto 104, BLOCO  VG 212;133666.07;236000;4337;Nao;Apartamento, 82.41 de área total, 41.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700797304
1444405837740;RS;GRAVATAI;COHAB B;RUA LEOPOLDO BIER, N. 245, LT 17 QD D10;198963.78;343000;4200;Nao;Casa, 130.00 de área total, 36.30 de área privativa, 282.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405837740
8444421077850;RS;GRAVATAI;MORADA GAUCHA;RUA CONDOR, N. 91, CS 02;139216.63;240000;4200;Nao;Casa, 84.60 de área total, 84.60 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421077850
8444427528276;RS;GRAVATAI;NOSSA CHACARA;RUA CLEMENTINA CAMBRUZI, N. 194, CASA04, VAGA 04;101926.27;172000;4075;Nao;Casa, 69.33 de área total, 41.43 de área privativa, 56.23 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427528276
8444416713107;RS;GRAVATAI;NOVO MUNDO;RUA TIBURCIO OLIVEIRA, N. 386, CS 04 LT 18 QD 14;93037.35;157000;4075;Nao;Casa, 51.26 de área total, 51.26 de área privativa, 93.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416713107
8444417656743;RS;GRAVATAI;PARQUE RESIDENCIAL ITACOLOMI (ITACOLOMI);RUA ANTONIO CALLADO, N. 32, CS 04;103704.06;175000;4075;Nao;Casa, 78.80 de área total, 53.80 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417656743
8787718256011;RS;GRAVATAI;DONA MERCEDES;AVENIDA ELY CORREA, N. 1960, Apto 402, BL 09 VAGA 77;118833.46;196609.54;3956;Nao;Apartamento, 72.64 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718256011
8444409035794;RS;GRAVATAI;VILA IMPERIAL (BARRO VERMELHO);RUA FREDERICO RITTER, N. 116, CS 02;126926.84;210000;3956;Nao;Casa, 55.00 de área total, 55.00 de área privativa, 187.89 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409035794
8787708219237;RS;GRAVATAI;JANSEN;RUA TANCREDO NEVES, N. 600, Apto 304, BL 12;145667.24;237900;3877;Nao;Apartamento, 73.43 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708219237
1444413841238;RS;GRAVATAI;SAO JERONIMO;AVENIDA DORIVAL CANDIDO LUIZ DE OLIVEIRA, N. 3520, Apto 508, BL 05;104992.75;170000;3824;Nao;Apartamento, 75.91 de área total, 44.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413841238
8444407147862;RS;GRAVATAI;PARQUE OLINDA;RUA FREDOLINO SCHMITZ, N. 1462, Apto 104, BL 04 LT 55/56 QD D;97581.5;158000;3824;Nao;Apartamento, 55.32 de área total, 48.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407147862
1444417028019;RS;GRAVATAI;MORUNGAVA I (MORUNGAVA);RUA A, N. SN, LT 09 QD A;111168.79;180000;3824;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 2524.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417028019
1787701795498;RS;GRAVATAI;TOM JOBIM;RUA ZIRIPO, N. 165, CS 25, LT 03, QD 29,;108080.77;175000;3824;Nao;Casa, 57.25 de área total, 57.25 de área privativa, 106.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701795498
1444418256899;RS;GRAVATAI;MORADA DO VALE III;RUA ALVARENGA, N. 13, LT 24 QD 06;477348.41;749000;3627;Nao;Casa, 321.01 de área total, 321.01 de área privativa, 180.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418256899
1555533232141;RS;GRAVATAI;SAO LUIZ;RUA SAO LUIZ, N. 121, Apto 802, TORRE 3;350626.51;550162.62;3627;Nao;Apartamento, 165.48 de área total, 111.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533232141
1444415070727;RS;GRAVATAI;NATAL;RUA CASCATA, N. 196, LT 05, CHACARA 03, QD E, VILA NATAL;152955.43;240000;3627;Nao;Casa, 52.30 de área total, 52.30 de área privativa, 365.37 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415070727
8555518910140;RS;GRAVATAI;NOVO MUNDO;RUA NUTRELLA, N. 450, LT 02, QD 04, CS 08;202000;202000;0;Nao;Casa, 55.60 de área total, 53.30 de área privativa, 94.43 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518910140
8555529470309;RS;GRAVATAI;SANTA CRUZ;ESTRADA GRAVATAI - IPIRANGA, N. 781, Apto 503, BL C;235000;235000;0;Nao;Apartamento, 61.00 de área total, 53.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555529470309
1444420807120;RS;GRAVATAI;SITIO GAUCHO;ESTRADA A, N. SN, CHÁCARAS 08 E 09, QD H;152000;152000;0;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420807120
1444419281129;RS;GRAVATAI;VERA CRUZ;AVENIDA DOS ESTADOS, N. 813, Apto 301,;477759.11;447000;0;Nao;Apartamento, 0.00 de área total, 106.00 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419281129
8444416422307;RS;GRAVATAI;NEOPOLIS;ESTRADA ANDRADE NEVES, N. 1215, CASA 08;200000;175000;0;Nao;Casa, 85.93 de área total, 37.95 de área privativa, 46.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416422307
8444407176650;RS;GRAVATAI;SANTA FE;RUA VICINAL JUNCAO, N. 768, Apto 203, BLOCO B;215000;187000;0;Nao;Apartamento, 52.55 de área total, 45.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407176650
8444429647140;RS;GRAVATAI;MORADA GAUCHA;ESTRADA DA CAVALHADA, N. 2651, Apto 210, BL 37,;206414;178000;0;Nao;Apartamento, 52.39 de área total, 47.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429647140
8444434632156;RS;GRAVATAI;PARQUE OLINDA;RUA CONGO, N. 111, Apto 104, BL 03;158844;114000;0;Nao;Apartamento, 50.55 de área total, 38.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434632156
8787719585590;RS;GUAIBA;ALTOS DA ALEGRIA;RUA E, N. 346, LT 29, QD 19, UNIDADE 166;107259.62;181000;4075;Nao;Casa, 40.15 de área total, 40.15 de área privativa, 110.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719585590
8787720620256;RS;GUAIBA;ALTOS DA ALEGRIA;RUA E, N. 447, CS 279, LT 68, QD 20,;100741.08;170000;4075;Nao;Casa, 30.80 de área total, 110.00 de área privativa, 169.75 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720620256
8787720164358;RS;GUAIBA;ALTOS DA ALEGRIA;AVENIDA UM, N. 350, CS 231 LT 20 QD 20;111151.64;183900;3956;Nao;Casa, 0.00 de área total, 40.15 de área privativa, 110.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720164358
1600000085255;RS;GUAIBA;CENTRO;RUA CORONEL MARCOS DE ANDRADE, N. 10,;924105.74;1450000;3627;Nao;Casa, 542.50 de área total, 350.00 de área privativa, 871.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000085255
1444422371672;RS;GUAIBA;CORONEL NASSUCA;RUA DOS PARDAIS, N. 151, CS 110 LT 40 QD B;522597.73;820000;3627;Nao;Casa, 235.60 de área total, 235.60 de área privativa, 250.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422371672
10286304;RS;HORIZONTINA;VILA BELO HORIZONTE;RUA AROLDO DEWES, N. 00, QD 608, LT 02;116443.31;185000;3706;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 536.10 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286304
10300795;RS;IJUI;TANCREDO NEVES;RUA JOSÉ AMOR AMORIM, N. 253, Apto 103, BL 01;110000;110000;0;Nao;Apartamento, 0.00 de área total, 44.30 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10300795
8444426400675;RS;IMBE;HARMONIA EXTENCAO B;RUA 28, N. 84, Apto 02,;132970.97;220000;3956;Nao;Apartamento, 35.02 de área total, 35.02 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426400675
10176583;RS;ITAQUI;VILA COHAB;RUA NAPOLEO MASSA, N. 504, QD 05, LT 14;410000;410000;0;Nao;Casa, 0.00 de área total, 161.94 de área privativa, 1374.60 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10176583
8444418151378;RS;JAGUARAO;BAIRRO LUCAS;RUA MARCOS MARTINS, N. 68, ST 04 QD 077 LT 037;33695.09;64000;4736;Nao;Casa, 24.36 de área total, 24.36 de área privativa, 73.44 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418151378
8555535581095;RS;LAJEADO;UNIVERSITARIO;R PEDRO PETRY, N. 851, SOBRADO 108,  BL C;139015.11;230000;3956;Nao;Casa, 73.58 de área total, 73.00 de área privativa, 66.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535581095
8787712727349;RS;LAJEADO;UNIVERSITARIO;RUA PEDRO PETRY, N. 771, CS 80, BL 01;114838.57;190000;3956;Nao;Casa, 63.99 de área total, 61.80 de área privativa, 93.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712727349
10291037;RS;LAJEADO;UNIVERSITARIO;RUA CAXIAS DO SUL, N. S/N, St 8, Qd 171, Lt 340;400000;400000;0;Nao;Terreno, 0.00 de área total, 0.00 de área privativa, 373.40 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10291037
1444421452059;RS;LAJEADO;CAMPESTRE;RUA LEOPOLDO ALFREDO BRUXEL, N. 52,  LOTE 24 QUADRA 03;852432.88;690000;0;Nao;Casa, 182.45 de área total, 182.45 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421452059
1444402906740;RS;MACHADINHO;MACHADINHO;RUA ERNESTO DORNELES, N. 12,;297307.12;466500;3627;Nao;Casa, 180.00 de área total, 121.92 de área privativa, 410.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402906740
1444417012457;RS;MARAU;BAIRRO SANTA HELENA;RUA BAHIA, N. 291,;273407.83;440000;3787;Nao;Casa, 195.00 de área total, 195.00 de área privativa, 569.60 de área do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417012457
10171634;RS;MONTENEGRO;SAO PAULO;AVENIDA JULIO RENNER, N. 3315, QD AZ, LT 16 E 17;908232.02;1830000;5037;Nao;Prédio, 0.00 de área total, 900.00 de área privativa, 618.91 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10171634
8444407487655;RS;MONTENEGRO;ESTACAO;RUA DAS GLICINIAS, N. 95, CS 01;87819.45;150000;4146;Nao;Casa, 342.36 de área total, 36.80 de área privativa, 600.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407487655
1444408093733;RS;MONTENEGRO;CENTRO;RUA JOAO PESSOA, N. 1265, Apto 104, BOX 13;341919.11;580000;4105;Nao;Apartamento, 134.30 de área total, 83.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408093733
8444402162243;RS;MONTENEGRO;SENAI;RUA DOUTOR CARLOS VALENTIM BOOS BANDEIRA, N. 34, CS 01, B01;250000;250000;0;Nao;Casa, 84.88 de área total, 84.88 de área privativa, 93.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402162243
8444414503849;RS;MONTENEGRO;TIMBAUVA;RUA DOS MIROCALICES, N. 112,;143000;143000;0;Nao;Casa, 57.44 de área total, 32.44 de área privativa, 360.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414503849
8053000393139;RS;MONTENEGRO;AEROCLUBE;RUA CARLOS EDVIN ENDRES, N. 421;229000;229000;0;Nao;Casa, 0.00 de área total, 56.00 de área privativa, 225.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8053000393139
8444403000000;RS;MONTENEGRO;AEROCLUBE;RUA BRUNO GABRIEL LAMPERT, N. 191, CS 05;193118;190000;0;Nao;Casa, 57.00 de área total, 57.00 de área privativa, 115.94 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403000000
10290990;RS;MONTENEGRO;FERROVIARIO;RUA BENTO GONCALVES, N. 1510, Apto 201;390000;348000;0;Nao;Apartamento, 0.00 de área total, 92.44 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10290990
8444408227118;RS;MONTENEGRO;ESTACAO;RUA DAS GLICINIAS, N. 95, CS 05;162771;85000;0;Nao;Casa, 36.81 de área total, 36.81 de área privativa, 60.00 de área do terreno,  1 qto(s), a.serv, WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408227118
